frame,TP,FP,FN,TN
3903,8,0,0,0
3904,1,0,0,4
3905,5,0,0,8
3906,5,0,0,2
3907,8,0,0,7
3908,8,0,0,7
3909,3,0,0,6
3910,6,0,0,3
3911,3,0,0,4
3912,4,0,0,8
3913,7,0,0,7
3914,9,0,0,5
3915,6,0,0,6
3916,8,0,0,2
3917,7,0,0,6
3918,8,0,0,6
3919,5,0,0,0
3920,4,0,0,6
3921,7,0,0,8
3922,8,0,0,3
3923,7,0,0,8
3924,5,0,0,0
3925,9,0,0,4
3926,6,0,0,0
3927,9,0,0,4
3928,3,0,0,2
3929,0,0,0,4
3930,3,0,0,2
3931,6,0,0,4
3932,7,0,0,9
3933,0,0,0,5
3934,6,0,0,3
3935,1,0,0,8
3936,7,0,0,4
3937,0,0,0,0
3938,3,0,0,6
3939,2,0,0,6
3940,3,0,0,6
3941,7,0,0,1
3942,2,0,0,9
3943,0,0,0,2
3944,5,0,0,0
3945,4,0,0,2
3946,0,0,0,0
3947,1,0,0,1
3948,6,0,0,6
3949,3,0,0,1
3950,0,0,0,2
3951,2,0,0,7
3952,0,0,0,0
3953,5,0,0,2
3954,5,0,0,3
3955,8,0,0,8
3956,4,0,0,2
3957,9,0,0,1
3958,0,0,0,5
3959,2,0,0,9
3960,0,0,0,5
3961,1,0,0,2
3962,8,0,0,5
3963,4,0,0,8
3964,6,0,0,2
3965,7,0,0,4
3966,2,0,0,5
3967,2,0,0,4
3968,4,0,0,1
3969,6,0,0,4
3970,6,0,0,4
3971,1,0,0,9
3972,6,0,0,9
3973,8,0,0,4
3974,7,0,0,4
3975,0,0,0,2
3976,4,0,0,2
3977,9,0,0,9
3978,9,0,0,0
3979,2,0,0,5
3980,1,0,0,4
3981,5,0,0,4
3982,2,0,0,7
3983,8,0,0,3
3984,3,0,0,9
3985,9,0,0,3
3986,1,0,0,5
3987,0,0,0,4
3988,4,0,0,8
3989,0,0,0,2
3990,7,0,0,2
3991,1,0,0,1
3992,8,0,0,7
3993,0,0,0,7
3994,7,0,0,8
3995,9,0,0,3
3996,1,0,0,4
3997,8,0,0,7
3998,7,0,0,8
3999,8,0,0,7
4000,8,0,0,8
4001,3,0,0,9
4002,9,0,0,9
4003,4,0,0,7
4004,2,0,0,4
4005,0,0,0,9
4006,5,0,0,6
4007,1,0,0,9
4008,9,0,0,8
4009,2,0,0,4
4010,3,0,0,2
4011,5,0,0,1
4012,8,0,0,5
4013,2,0,0,3
4014,1,0,0,9
4015,9,0,0,9
4016,8,0,0,9
4017,1,0,0,2
4018,0,0,0,0
4019,6,0,0,2
4020,3,0,0,6
4021,2,0,0,5
4022,7,0,0,1
4023,2,0,0,1
4024,5,0,0,2
4025,9,0,0,8
4026,2,0,0,5
4027,6,0,0,7
4028,1,0,0,6
4029,5,0,0,8
4030,9,0,0,8
4031,8,0,0,0
4032,2,0,0,3
4033,2,0,0,3
4034,4,0,0,3
4035,9,0,0,2
4036,0,0,0,6
4037,9,0,0,7
4038,1,0,0,7
4039,5,0,0,7
4040,1,0,0,7
4041,6,0,0,6
4042,0,0,0,5
4043,6,0,0,4
4044,2,0,0,0
4045,0,0,0,5
4046,4,0,0,9
4047,7,0,0,2
4048,3,0,0,0
4049,6,0,0,0
4050,3,0,0,4
4051,7,0,0,5
4052,8,0,0,4
4053,2,0,0,5
4054,4,0,0,7
4055,3,0,0,2
4056,8,0,0,5
4057,5,0,0,7
4058,3,0,0,8
4059,6,0,0,7
4060,2,0,0,0
4061,9,0,0,3
4062,9,0,0,0
4063,5,0,0,6
4064,7,0,0,8
4065,8,0,0,1
4066,6,0,0,1
4067,1,0,0,4
4068,4,0,0,2
4069,0,0,0,1
4070,1,0,0,7
4071,5,0,0,1
4072,6,0,0,5
4073,5,0,0,7
4074,9,0,0,9
4075,9,0,0,2
4076,3,0,0,2
4077,4,0,0,5
4078,0,0,0,0
4079,0,0,0,1
4080,7,0,0,8
4081,1,0,0,2
4082,9,0,0,8
4083,6,0,0,4
4084,6,0,0,5
4085,2,0,0,2
4086,4,0,0,2
4087,9,0,0,4
4088,2,0,0,5
4089,2,0,0,9
4090,6,0,0,0
4091,8,0,0,4
4092,7,0,0,2
4093,2,0,0,5
4094,6,0,0,6
4095,8,0,0,7
4096,6,0,0,0
4097,8,0,0,1
4098,1,0,0,5
4099,1,0,0,9
4100,8,0,0,7
4101,3,0,0,5
4102,1,0,0,5
4103,3,0,0,7
4104,4,0,0,8
4105,0,0,0,1
4106,8,0,0,5
4107,5,0,0,7
4108,8,0,0,7
4109,0,0,0,6
4110,8,0,0,9
4111,5,0,0,7
4112,9,0,0,6
4113,4,0,0,4
4114,7,0,0,8
4115,9,0,0,5
4116,6,0,0,4
4117,7,0,0,0
4118,9,0,0,6
4119,3,0,0,1
4120,5,0,0,7
4121,0,0,0,6
4122,9,0,0,1
4123,4,0,0,8
4124,9,0,0,6
4125,8,0,0,0
4126,6,0,0,3
4127,5,0,0,4
4128,1,0,0,7
4129,8,0,0,0
4130,6,0,0,0
4131,9,0,0,5
4132,2,0,0,3
4133,2,0,0,0
4134,4,0,0,1
4135,6,0,0,0
4136,9,0,0,4
4137,4,0,0,6
4138,3,0,0,6
4139,7,0,0,9
4140,1,0,0,0
4141,8,0,0,9
4142,6,0,0,4
4143,6,0,0,3
4144,1,0,0,4
4145,8,0,0,4
4146,7,0,0,4
4147,8,0,0,4
4148,7,0,0,6
4149,5,0,0,9
4150,3,0,0,0
4151,4,0,0,2
4152,1,0,0,6
4153,2,0,0,5
4154,8,0,0,0
4155,4,0,0,3
4156,7,0,0,0
4157,1,0,0,9
4158,4,0,0,4
4159,3,0,0,9
4160,6,0,0,8
4161,3,0,0,6
4162,1,0,0,1
4163,1,0,0,3
4164,3,0,0,2
4165,7,0,0,6
4166,6,0,0,3
4167,1,0,0,6
4168,8,0,0,6
4169,9,0,0,7
4170,3,0,0,3
4171,1,0,0,9
4172,4,0,0,1
4173,4,0,0,1
4174,4,0,0,0
4175,4,0,0,0
4176,0,0,0,8
4177,0,0,0,4
4178,2,0,0,2
4179,3,0,0,1
4180,0,0,0,8
4181,6,0,0,9
4182,1,0,0,3
4183,4,0,0,4
4184,7,0,0,5
4185,2,0,0,8
4186,9,0,0,0
4187,1,0,0,4
4188,0,0,0,5
4189,3,0,0,1
4190,0,0,0,7
4191,4,0,0,8
4192,3,0,0,9
4193,6,0,0,7
4194,4,0,0,2
4195,2,0,0,7
4196,4,0,0,4
4197,9,0,0,0
4198,8,0,0,0
4199,6,0,0,0
4200,6,0,0,7
4201,0,0,0,8
4202,4,0,0,4
4203,8,0,0,0
4204,2,0,0,2
4205,5,0,0,1
4206,7,0,0,8
4207,5,0,0,5
4208,2,0,0,0
4209,0,0,0,3
4210,9,0,0,4
4211,6,0,0,7
4212,4,0,0,0
4213,0,0,0,0
4214,4,0,0,0
4215,4,0,0,2
4216,5,0,0,5
4217,0,0,0,3
4218,2,0,0,1
4219,4,0,0,8
4220,5,0,0,7
4221,3,0,0,0
4222,9,0,0,0
4223,5,0,0,4
4224,6,0,0,9
4225,8,0,0,8
4226,0,0,0,0
4227,8,0,0,7
4228,0,0,0,2
4229,3,0,0,6
4230,0,0,0,0
4231,2,0,0,1
4232,3,0,0,4
4233,5,0,0,4
4234,7,0,0,2
4235,0,0,0,3
4236,4,0,0,8
4237,1,0,0,1
4238,7,0,0,2
4239,3,0,0,4
4240,3,0,0,1
4241,1,0,0,0
4242,3,0,0,9
4243,8,0,0,5
4244,8,0,0,6
4245,4,0,0,7
4246,7,0,0,4
4247,3,0,0,6
4248,8,0,0,6
4249,8,0,0,6
4250,6,0,0,3
4251,9,0,0,9
4252,8,0,0,1
4253,7,0,0,8
4254,1,0,0,3
4255,1,0,0,3
4256,6,0,0,4
4257,8,0,0,7
4258,8,0,0,9
4259,4,0,0,2
4260,7,0,0,3
4261,8,0,0,7
4262,3,0,0,3
4263,9,0,0,3
4264,6,0,0,1
4265,8,0,0,0
4266,1,0,0,4
4267,4,0,0,2
4268,1,0,0,6
4269,1,0,0,5
4270,3,0,0,4
4271,5,0,0,6
4272,3,0,0,3
4273,6,0,0,4
4274,2,0,0,3
4275,3,0,0,1
4276,4,0,0,5
4277,9,0,0,6
4278,1,0,0,8
4279,7,0,0,4
4280,6,0,0,4
4281,6,0,0,3
4282,8,0,0,7
4283,6,0,0,3
4284,4,0,0,1
4285,2,0,0,5
4286,5,0,0,8
4287,8,0,0,6
4288,8,0,0,7
4289,2,0,0,8
4290,6,0,0,1
4291,7,0,0,0
4292,7,0,0,1
4293,7,0,0,8
4294,8,0,0,7
4295,1,0,0,6
4296,2,0,0,1
4297,3,0,0,4
4298,4,0,0,1
4299,0,0,0,6
4300,1,0,0,6
4301,4,0,0,8
4302,4,0,0,0
4303,8,0,0,9
4304,7,0,0,7
4305,8,0,0,6
4306,9,0,0,8
4307,4,0,0,4
4308,6,0,0,2
4309,9,0,0,9
4310,3,0,0,6
4311,6,0,0,4
4312,9,0,0,9
4313,0,0,0,7
4314,8,0,0,7
4315,9,0,0,5
4316,3,0,0,1
4317,3,0,0,4
4318,5,0,0,9
4319,1,0,0,0
4320,1,0,0,0
4321,7,0,0,0
4322,8,0,0,3
4323,8,0,0,8
4324,9,0,0,8
4325,1,0,0,7
4326,9,0,0,0
4327,6,0,0,6
4328,2,0,0,6
4329,8,0,0,0
4330,2,0,0,9
4331,9,0,0,1
4332,0,0,0,7
4333,9,0,0,9
4334,3,0,0,4
4335,3,0,0,5
4336,0,0,0,0
4337,1,0,0,5
4338,1,0,0,8
4339,1,0,0,0
4340,6,0,0,0
4341,7,0,0,6
4342,1,0,0,5
4343,1,0,0,4
4344,3,0,0,7
4345,9,0,0,8
4346,2,0,0,1
4347,6,0,0,0
4348,7,0,0,7
4349,3,0,0,9
4350,0,0,0,9
4351,3,0,0,4
4352,6,0,0,9
4353,7,0,0,2
4354,0,0,0,5
4355,4,0,0,5
4356,6,0,0,4
4357,4,0,0,2
4358,1,0,0,0
4359,3,0,0,9
4360,9,0,0,5
4361,2,0,0,4
4362,1,0,0,6
4363,1,0,0,8
4364,2,0,0,5
4365,1,0,0,6
4366,0,0,0,8
4367,3,0,0,8
4368,9,0,0,8
4369,4,0,0,2
4370,7,0,0,7
4371,4,0,0,6
4372,3,0,0,9
4373,0,0,0,4
4374,7,0,0,0
4375,2,0,0,6
4376,0,0,0,9
4377,0,0,0,2
4378,6,0,0,2
4379,5,0,0,6
4380,9,0,0,2
4381,9,0,0,8
4382,9,0,0,3
4383,6,0,0,1
4384,9,0,0,7
4385,1,0,0,4
4386,0,0,0,9
4387,1,0,0,5
4388,9,0,0,5
4389,3,0,0,0
4390,3,0,0,5
4391,2,0,0,2
4392,6,0,0,5
4393,0,0,0,9
4394,8,0,0,8
4395,9,0,0,3
4396,0,0,0,9
4397,8,0,0,3
4398,2,0,0,8
4399,5,0,0,1
4400,9,0,0,5
4401,3,0,0,5
4402,3,0,0,5
4403,7,0,0,2
4404,4,0,0,4
4405,1,0,0,1
4406,1,0,0,5
4407,0,0,0,4
4408,6,0,0,4
4409,1,0,0,5
4410,9,0,0,6
4411,8,0,0,5
4412,3,0,0,4
4413,0,0,0,8
4414,7,0,0,4
4415,4,0,0,1
4416,1,0,0,1
4417,5,0,0,0
4418,5,0,0,8
4419,0,0,0,7
4420,2,0,0,4
4421,2,0,0,5
4422,6,0,0,3
4423,9,0,0,9
4424,2,0,0,4
4425,5,0,0,9
4426,3,0,0,0
4427,3,0,0,0
4428,1,0,0,7
4429,1,0,0,1
4430,7,0,0,0
4431,9,0,0,0
4432,8,0,0,3
4433,7,0,0,1
4434,2,0,0,5
4435,8,0,0,1
4436,3,0,0,4
4437,5,0,0,3
4438,8,0,0,2
4439,4,0,0,8
4440,6,0,0,6
4441,2,0,0,2
4442,6,0,0,9
4443,4,0,0,3
4444,4,0,0,8
4445,4,0,0,8
4446,7,0,0,8
4447,2,0,0,9
4448,0,0,0,6
4449,3,0,0,2
4450,8,0,0,9
4451,2,0,0,8
4452,2,0,0,9
4453,3,0,0,7
4454,0,0,0,3
4455,5,0,0,0
4456,9,0,0,0
4457,4,0,0,3
4458,4,0,0,9
4459,3,0,0,2
4460,4,0,0,9
4461,6,0,0,9
4462,0,0,0,9
4463,2,0,0,1
4464,9,0,0,7
4465,1,0,0,4
4466,3,0,0,3
4467,3,0,0,8
4468,7,0,0,7
4469,6,0,0,1
4470,1,0,0,1
4471,1,0,0,4
4472,9,0,0,2
4473,2,0,0,6
4474,5,0,0,5
4475,8,0,0,1
4476,0,0,0,4
4477,6,0,0,1
4478,9,0,0,3
4479,2,0,0,6
4480,3,0,0,4
4481,7,0,0,5
4482,2,0,0,6
4483,2,0,0,4
4484,7,0,0,8
4485,1,0,0,8
4486,9,0,0,2
4487,0,0,0,2
4488,1,0,0,8
4489,7,0,0,1
4490,0,0,0,3
4491,5,0,0,5
4492,1,0,0,6
4493,5,0,0,4
4494,7,0,0,8
4495,4,0,0,2
4496,0,0,0,2
4497,4,0,0,0
4498,4,0,0,1
4499,0,0,0,7
4500,7,0,0,6
4501,9,0,0,7
4502,6,0,0,2
4503,8,0,0,7
4504,6,0,0,1
4505,8,0,0,5
4506,5,0,0,9
4507,9,0,0,7
4508,6,0,0,2
4509,4,0,0,7
4510,7,0,0,4
4511,1,0,0,2
4512,0,0,0,4
4513,5,0,0,2
4514,1,0,0,2
4515,3,0,0,9
4516,3,0,0,9
4517,7,0,0,4
4518,3,0,0,6
4519,5,0,0,6
4520,9,0,0,2
4521,6,0,0,4
4522,9,0,0,2
4523,7,0,0,6
4524,1,0,0,5
4525,8,0,0,6
4526,2,0,0,3
4527,1,0,0,5
4528,2,0,0,4
4529,0,0,0,2
4530,1,0,0,8
4531,6,0,0,7
4532,2,0,0,4
4533,0,0,0,2
4534,4,0,0,1
4535,9,0,0,9
4536,0,0,0,1
4537,8,0,0,0
4538,2,0,0,5
4539,5,0,0,6
4540,3,0,0,3
4541,8,0,0,1
4542,5,0,0,7
4543,1,0,0,9
4544,5,0,0,1
4545,6,0,0,0
4546,7,0,0,2
4547,0,0,0,7
4548,9,0,0,6
4549,7,0,0,7
4550,9,0,0,9
4551,6,0,0,8
4552,9,0,0,9
4553,6,0,0,8
4554,3,0,0,6
4555,9,0,0,7
4556,8,0,0,3
4557,8,0,0,6
4558,6,0,0,0
4559,3,0,0,1
4560,5,0,0,3
4561,1,0,0,4
4562,0,0,0,7
4563,8,0,0,6
4564,8,0,0,0
4565,7,0,0,9
4566,0,0,0,7
4567,8,0,0,1
4568,4,0,0,5
4569,6,0,0,7
4570,1,0,0,1
4571,3,0,0,2
4572,0,0,0,8
4573,3,0,0,4
4574,1,0,0,2
4575,9,0,0,3
4576,4,0,0,3
4577,0,0,0,2
4578,3,0,0,1
4579,8,0,0,0
4580,6,0,0,5
4581,4,0,0,5
4582,3,0,0,6
4583,9,0,0,8
4584,9,0,0,6
4585,0,0,0,1
4586,1,0,0,3
4587,2,0,0,7
4588,8,0,0,6
4589,7,0,0,9
4590,9,0,0,6
4591,2,0,0,5
4592,9,0,0,5
4593,6,0,0,7
4594,4,0,0,3
4595,4,0,0,7
4596,2,0,0,4
4597,6,0,0,7
4598,4,0,0,9
4599,1,0,0,2
4600,6,0,0,9
4601,7,0,0,1
4602,1,0,0,5
4603,5,0,0,5
4604,4,0,0,0
4605,5,0,0,9
4606,7,0,0,6
4607,3,0,0,5
4608,8,0,0,7
4609,8,0,0,7
4610,4,0,0,2
4611,0,0,0,0
4612,6,0,0,3
4613,7,0,0,5
4614,5,0,0,8
4615,0,0,0,7
4616,2,0,0,8
4617,4,0,0,6
4618,2,0,0,7
4619,2,0,0,8
4620,3,0,0,6
4621,8,0,0,0
4622,2,0,0,7
4623,8,0,0,2
4624,3,0,0,7
4625,3,0,0,2
4626,4,0,0,9
4627,0,0,0,4
4628,1,0,0,8
4629,3,0,0,5
4630,9,0,0,3
4631,8,0,0,8
4632,2,0,0,7
4633,4,0,0,4
4634,2,0,0,2
4635,7,0,0,4
4636,1,0,0,4
4637,1,0,0,4
4638,7,0,0,5
4639,3,0,0,9
4640,6,0,0,1
4641,6,0,0,0
4642,7,0,0,1
4643,7,0,0,6
4644,2,0,0,1
4645,0,0,0,5
4646,5,0,0,5
4647,7,0,0,6
4648,6,0,0,7
4649,9,0,0,5
4650,7,0,0,2
4651,0,0,0,3
4652,6,0,0,8
4653,7,0,0,6
4654,9,0,0,1
4655,5,0,0,4
4656,4,0,0,0
4657,4,0,0,8
4658,1,0,0,6
4659,8,0,0,8
4660,9,0,0,5
4661,3,0,0,3
4662,9,0,0,7
4663,9,0,0,0
4664,3,0,0,1
4665,3,0,0,8
4666,9,0,0,2
4667,6,0,0,7
4668,8,0,0,2
4669,7,0,0,0
4670,5,0,0,1
4671,1,0,0,3
4672,6,0,0,1
4673,6,0,0,4
4674,6,0,0,7
4675,3,0,0,4
4676,8,0,0,0
4677,9,0,0,4
4678,3,0,0,8
4679,9,0,0,4
4680,1,0,0,1
4681,3,0,0,0
4682,2,0,0,5
4683,0,0,0,4
4684,7,0,0,3
4685,1,0,0,5
4686,6,0,0,6
4687,6,0,0,9
4688,4,0,0,1
4689,9,0,0,6
4690,4,0,0,3
4691,5,0,0,4
4692,3,0,0,5
4693,2,0,0,1
4694,9,0,0,7
4695,4,0,0,4
4696,3,0,0,3
4697,4,0,0,5
4698,1,0,0,9
4699,2,0,0,3
4700,5,0,0,3
4701,9,0,0,4
4702,1,0,0,7
4703,7,0,0,0
4704,2,0,0,1
4705,7,0,0,9
4706,6,0,0,2
4707,0,0,0,2
4708,9,0,0,8
4709,0,0,0,8
4710,8,0,0,1
4711,6,0,0,3
4712,5,0,0,1
4713,2,0,0,4
4714,2,0,0,8
4715,8,0,0,9
4716,5,0,0,9
4717,3,0,0,6
4718,2,0,0,9
4719,1,0,0,8
4720,4,0,0,6
4721,9,0,0,8
4722,5,0,0,6
4723,6,0,0,3
4724,0,0,0,4
4725,0,0,0,7
4726,2,0,0,0
4727,8,0,0,8
4728,1,0,0,5
4729,4,0,0,6
4730,9,0,0,4
4731,3,0,0,0
4732,9,0,0,2
4733,4,0,0,3
4734,9,0,0,0
4735,1,0,0,9
4736,8,0,0,6
4737,9,0,0,2
4738,1,0,0,5
4739,7,0,0,5
4740,7,0,0,7
4741,1,0,0,3
4742,4,0,0,6
4743,8,0,0,6
4744,7,0,0,0
4745,0,0,0,4
4746,9,0,0,8
4747,3,0,0,1
4748,4,0,0,7
4749,6,0,0,2
4750,5,0,0,4
4751,3,0,0,2
4752,6,0,0,2
4753,9,0,0,0
4754,1,0,0,9
4755,2,0,0,4
4756,1,0,0,1
4757,6,0,0,3
4758,6,0,0,3
4759,0,0,0,0
4760,7,0,0,8
4761,3,0,0,5
4762,1,0,0,9
4763,4,0,0,6
4764,6,0,0,0
4765,1,0,0,4
4766,1,0,0,8
4767,1,0,0,4
4768,2,0,0,2
4769,2,0,0,0
4770,4,0,0,1
4771,7,0,0,4
4772,3,0,0,8
4773,2,0,0,3
4774,2,0,0,1
4775,1,0,0,7
4776,2,0,0,1
4777,7,0,0,8
4778,3,0,0,7
4779,8,0,0,1
4780,5,0,0,3
4781,2,0,0,6
4782,6,0,0,5
4783,8,0,0,0
4784,1,0,0,3
4785,7,0,0,6
4786,8,0,0,1
4787,1,0,0,0
4788,9,0,0,4
4789,1,0,0,7
4790,1,0,0,9
4791,5,0,0,4
4792,4,0,0,5
4793,1,0,0,7
4794,7,0,0,5
4795,2,0,0,4
4796,1,0,0,4
4797,6,0,0,1
4798,4,0,0,3
4799,1,0,0,6
4800,3,0,0,4
4801,1,0,0,6
4802,4,0,0,0
4803,8,0,0,4
4804,5,0,0,1
4805,9,0,0,4
4806,8,0,0,3
4807,4,0,0,8
4808,7,0,0,3
4809,0,0,0,3
4810,7,0,0,2
4811,6,0,0,1
4812,6,0,0,9
4813,6,0,0,7
4814,1,0,0,1
4815,0,0,0,8
4816,4,0,0,1
4817,1,0,0,0
4818,6,0,0,9
4819,5,0,0,3
4820,3,0,0,4
4821,2,0,0,9
4822,2,0,0,9
4823,6,0,0,6
4824,4,0,0,8
4825,7,0,0,1
4826,2,0,0,6
4827,9,0,0,7
4828,7,0,0,4
4829,6,0,0,1
4830,1,0,0,5
4831,8,0,0,1
4832,1,0,0,9
4833,0,0,0,1
4834,6,0,0,6
4835,9,0,0,4
4836,8,0,0,0
4837,1,0,0,5
4838,2,0,0,7
4839,2,0,0,5
4840,5,0,0,7
4841,6,0,0,1
4842,5,0,0,2
4843,7,0,0,0
4844,9,0,0,6
4845,2,0,0,3
4846,1,0,0,8
4847,2,0,0,7
4848,4,0,0,5
4849,7,0,0,3
4850,0,0,0,4
4851,0,0,0,1
4852,4,0,0,8
4853,2,0,0,0
4854,9,0,0,7
4855,8,0,0,8
4856,7,0,0,9
4857,8,0,0,5
4858,5,0,0,3
4859,0,0,0,7
4860,1,0,0,8
4861,5,0,0,0
4862,3,0,0,2
4863,2,0,0,0
4864,5,0,0,6
4865,4,0,0,9
4866,6,0,0,0
4867,8,0,0,2
4868,2,0,0,4
4869,7,0,0,5
4870,1,0,0,2
4871,8,0,0,9
4872,1,0,0,5
4873,8,0,0,4
4874,9,0,0,7
4875,5,0,0,5
4876,1,0,0,6
4877,0,0,0,5
4878,5,0,0,1
4879,2,0,0,8
4880,7,0,0,0
4881,4,0,0,8
4882,5,0,0,5
4883,6,0,0,0
4884,2,0,0,0
4885,6,0,0,8
4886,9,0,0,4
4887,8,0,0,1
4888,5,0,0,2
4889,8,0,0,7
4890,7,0,0,4
4891,4,0,0,2
4892,5,0,0,3
4893,9,0,0,5
4894,9,0,0,1
4895,1,0,0,0
4896,7,0,0,9
4897,1,0,0,5
4898,3,0,0,7
4899,3,0,0,3
4900,4,0,0,9
4901,8,0,0,0
4902,9,0,0,9
4903,4,0,0,4
4904,8,0,0,6
4905,3,0,0,6
4906,2,0,0,4
4907,5,0,0,3
4908,6,0,0,4
4909,1,0,0,8
4910,2,0,0,6
4911,7,0,0,4
4912,8,0,0,4
4913,7,0,0,4
4914,6,0,0,1
4915,9,0,0,7
4916,0,0,0,7
4917,9,0,0,3
4918,0,0,0,0
4919,8,0,0,0
4920,0,0,0,6
4921,3,0,0,1
4922,3,0,0,2
4923,6,0,0,4
4924,6,0,0,9
4925,9,0,0,1
4926,7,0,0,0
4927,6,0,0,4
4928,9,0,0,7
4929,4,0,0,4
4930,9,0,0,5
4931,6,0,0,6
4932,5,0,0,1
4933,8,0,0,6
4934,8,0,0,3
4935,6,0,0,7
4936,1,0,0,5
4937,3,0,0,5
4938,3,0,0,7
4939,5,0,0,4
4940,0,0,0,6
4941,7,0,0,6
4942,4,0,0,4
4943,5,0,0,2
4944,1,0,0,4
4945,2,0,0,3
4946,5,0,0,5
4947,3,0,0,7
4948,3,0,0,7
4949,9,0,0,5
4950,7,0,0,7
4951,3,0,0,4
4952,7,0,0,0
4953,5,0,0,9
4954,9,0,0,1
4955,3,0,0,4
4956,3,0,0,5
4957,1,0,0,4
4958,8,0,0,4
4959,3,0,0,9
4960,6,0,0,7
4961,2,0,0,0
4962,1,0,0,7
4963,1,0,0,5
4964,6,0,0,3
4965,7,0,0,9
4966,5,0,0,8
4967,3,0,0,3
4968,9,0,0,7
4969,2,0,0,1
4970,0,0,0,2
4971,3,0,0,8
4972,2,0,0,7
4973,6,0,0,1
4974,1,0,0,1
4975,8,0,0,5
4976,5,0,0,8
4977,3,0,0,6
4978,0,0,0,0
4979,4,0,0,4
4980,0,0,0,5
4981,4,0,0,7
4982,7,0,0,2
4983,3,0,0,0
4984,1,0,0,5
4985,9,0,0,4
4986,6,0,0,7
4987,7,0,0,0
4988,8,0,0,0
4989,9,0,0,0
4990,7,0,0,2
4991,5,0,0,0
4992,2,0,0,0
4993,1,0,0,3
4994,7,0,0,0
4995,2,0,0,6
4996,4,0,0,8
4997,7,0,0,6
4998,1,0,0,5
4999,2,0,0,3
5000,0,0,0,9
5001,4,0,0,0
5002,5,0,0,9
5003,8,0,0,1
5004,0,0,0,4
5005,8,0,0,0
5006,1,0,0,3
5007,6,0,0,2
5008,7,0,0,5
5009,0,0,0,6
5010,0,0,0,2
5011,1,0,0,7
5012,3,0,0,8
5013,6,0,0,1
5014,4,0,0,8
5015,1,0,0,4
5016,9,0,0,6
5017,7,0,0,2
5018,1,0,0,0
5019,7,0,0,8
5020,6,0,0,9
5021,2,0,0,9
5022,8,0,0,7
5023,0,0,0,5
5024,7,0,0,7
5025,7,0,0,4
5026,9,0,0,9
5027,9,0,0,6
5028,0,0,0,1
5029,1,0,0,8
5030,0,0,0,1
5031,7,0,0,1
5032,9,0,0,0
5033,6,0,0,2
5034,8,0,0,3
5035,7,0,0,1
5036,7,0,0,2
5037,4,0,0,1
5038,0,0,0,0
5039,5,0,0,5
5040,6,0,0,5
5041,1,0,0,9
5042,2,0,0,6
5043,2,0,0,1
5044,5,0,0,8
5045,9,0,0,0
5046,0,0,0,7
5047,0,0,0,9
5048,5,0,0,2
5049,6,0,0,4
5050,0,0,0,8
5051,7,0,0,7
5052,6,0,0,9
5053,1,0,0,3
5054,0,0,0,3
5055,3,0,0,8
5056,2,0,0,2
5057,2,0,0,8
5058,8,0,0,0
5059,1,0,0,9
5060,6,0,0,2
5061,3,0,0,2
5062,1,0,0,2
5063,5,0,0,8
5064,6,0,0,2
5065,5,0,0,8
5066,6,0,0,9
5067,1,0,0,4
5068,4,0,0,1
5069,4,0,0,1
5070,6,0,0,6
5071,1,0,0,7
5072,5,0,0,5
5073,2,0,0,7
5074,8,0,0,7
5075,5,0,0,8
5076,8,0,0,1
5077,7,0,0,1
5078,4,0,0,8
5079,0,0,0,9
5080,5,0,0,6
5081,3,0,0,8
5082,4,0,0,3
5083,5,0,0,8
5084,9,0,0,4
5085,4,0,0,1
5086,7,0,0,6
5087,4,0,0,5
5088,3,0,0,6
5089,1,0,0,9
5090,6,0,0,5
5091,3,0,0,0
5092,3,0,0,4
5093,2,0,0,5
5094,0,0,0,9
5095,8,0,0,9
5096,9,0,0,5
5097,4,0,0,9
5098,3,0,0,1
5099,6,0,0,2
5100,7,0,0,3
5101,2,0,0,9
5102,2,0,0,2
5103,1,0,0,7
5104,8,0,0,0
5105,2,0,0,1
5106,3,0,0,6
5107,7,0,0,0
5108,7,0,0,9
5109,9,0,0,9
5110,9,0,0,4
5111,0,0,0,6
5112,6,0,0,3
5113,6,0,0,0
5114,4,0,0,6
5115,0,0,0,6
5116,1,0,0,0
5117,7,0,0,1
5118,7,0,0,2
5119,4,0,0,1
5120,0,0,0,6
5121,4,0,0,3
5122,7,0,0,6
5123,2,0,0,2
5124,1,0,0,1
5125,5,0,0,4
5126,4,0,0,9
5127,2,0,0,1
5128,4,0,0,0
5129,5,0,0,2
5130,7,0,0,9
5131,8,0,0,2
5132,8,0,0,6
5133,0,0,0,1
5134,9,0,0,6
5135,0,0,0,8
5136,2,0,0,5
5137,0,0,0,5
5138,4,0,0,0
5139,8,0,0,1
5140,8,0,0,1
5141,2,0,0,3
5142,3,0,0,5
5143,2,0,0,5
5144,0,0,0,5
5145,5,0,0,9
5146,8,0,0,6
5147,6,0,0,6
5148,5,0,0,9
5149,3,0,0,2
5150,3,0,0,2
5151,7,0,0,2
5152,6,0,0,5
5153,9,0,0,9
5154,4,0,0,9
5155,7,0,0,0
5156,9,0,0,3
5157,4,0,0,1
5158,5,0,0,5
5159,4,0,0,6
5160,4,0,0,2
5161,5,0,0,5
5162,2,0,0,6
5163,4,0,0,8
5164,6,0,0,5
5165,9,0,0,0
5166,0,0,0,5
5167,5,0,0,5
5168,9,0,0,3
5169,0,0,0,5
5170,0,0,0,9
5171,4,0,0,0
5172,0,0,0,5
5173,4,0,0,7
